序号,section,题号,单词,音标,释义,Unnamed: 6,Unnamed: 7
2742.0,S76,Q7,copious,[ˈkoʊpiəs],丰富的；多产的 very large in amount or number,,
2743.0,S76,Q7,overwhelming,[ˌoʊvərˈwelmɪŋ],"压倒性的；势不可挡的 very great in number, effect, or force",,
2744.0,S76,Q7,meager,[ˈmiːgə],少的 very small or too small in amount,,
2745.0,S76,Q7,paltry,[ˈpɔːltri],1. 少的 very small or too small in amount,,
,,,,,"2. 微不足道的 having little meaning, importance, growth",,
2746.0,S76,Q8,belie,[bɪˈlaɪ],1. 掩饰；与…不符 to give a false impression of,,
,,,,,2. 证明…为虚假 to show something to be false or wrong,,
2747.0,S76,Q8,surmount,[sɚˈmaʊnt],克服; 解决 to deal with successfully : overcome,,
2748.0,S76,Q9,plethora,[ˈpleθərə],"过剩 excess, superfluity",,
2749.0,S76,Q9,gaiety,[ˈɡeɪəti],快乐，兴高采烈 a happy and lively quality,,
2750.0,S76,Q9,vacuous,[ˈvækjuəs],思想贫乏的 having or showing a lack of intelligence or serious thought,,
2751.0,S76,Q9,mirthful,[ˈmɜːθfəl],欢乐的  full of happiness,,
2752.0,S76,Q9,gloomy,[ˈɡlumi],1. 沮丧的，忧伤的 sad or depressed,,
,,,,,2. 前景黯淡的 lacking in promise or hopefulness : pessimistic,,
2753.0,S76,Q9,jovial,[ˈdʒovɪəl],快乐的 full of happiness and joy,,
2754.0,S76,Q10,heterogeneity,[ˌhetərəˈdʒəˈniːəti],[生物] 异质性；[化学] 不均匀性；[化学] 多相性 the quality or state of being heterogeneous,,
2755.0,S76,Q10,provenance,[ˈprɑːvənəns],"出处，起源 origin, source",,
2756.0,S77,Q1,ironic,[aɪˈrɑnɪk],讽刺的 using words that mean the opposite of what you really think especially in order tobe funny,,
2757.0,S77,Q1,validation,[ˌvælɪˈdeɪʃn],"确认；批准 an act, process, or instance of validating",,
2758.0,S77,Q2,veto,[ˈvito],否决 to refuse to admit or approve : prohibit,,
2759.0,S77,Q2,garrulous,[ˈɡærələs],话多的 tending to talk a lot : very talktive,,
2760.0,S77,Q2,sanguine,[ˈsæŋɡwɪn],自信乐观的 confident and hopeful,,
2761.0,S77,Q2,approbatory,[ˌəprɒˈbetərɪ],认可的；赞赏的 praise or approval,,
2762.0,S77,Q3,parallel,[ˈpærəlɛl],相似的 very similar and often happening at the same time,,
2763.0,S77,Q4,deterioration,[dɪˌtɪrɪəˈreʃən],恶化 the act or process of becoming worse,,
2764.0,S77,Q4,subtle,[ˈsʌtl],1.不易察觉的 hard to notice or see : not obvious,,
,,,,,2. 难以理解的 difficult to understand or perceive : obscure,,
,,,,,3. 狡猾的  clever and indirect : not showing your real purpose,,
,,,,,4. 敏感的，有洞察力的 having or showing skill at recognizing and understanding things that,,
,,,,,are not obvious ,,
2765.0,S77,Q5,juvenile,[ˈdʒʊvənaɪl],1. 青少年的 relating to or meant for young people,,
,,,,2. 幼稚的 unpleasantly childish,2. 幼稚的 unpleasantly childish,,
2766.0,S77,Q5,paradoxical,[ˌpærəˈdɑksɪkl],"自相矛盾的 If something is paradoxical, it involves two facts or qualities that seem to",,
,,,,contradict each other.,contradict each other.,,
2767.0,S77,Q6,mundane,[mʌnˈdeɪn],1.单调乏味的 dull and ordinary:boring,,
,,,,2.尘世间的，世俗的 concerned with ordinary daily life rather than religious matters,2.尘世间的，世俗的 concerned with ordinary daily life rather than religious matters,,
2768.0,S77,Q6,forgo,[fɔrˈɡo],放弃 to give up the use or enjoyment of something,,
2769.0,S77,Q8,overshadow,[ˌoʊvərˈʃædoʊ],"1. 给…蒙上阴影  to make something less enjoyable because of sadness, fear, or worry",,
,,,,2. 超过 to exceed in importance : outweigh,2. 超过 to exceed in importance : outweigh,,
,,,,3. 遮蔽 to cast a shadow over something,3. 遮蔽 to cast a shadow over something,,
2770.0,S77,Q8,obscure,[əbˈskjʊr],1. 复杂难懂的 difficult to understand,,
,,,,2. 没有名气的 not famous or prominent,2. 没有名气的 not famous or prominent,,
,,,,"3. 使……模糊不清 to make dark, dim, or indistinct","3. 使……模糊不清 to make dark, dim, or indistinct",,
2771.0,S77,Q8,preclude,[prɪˈklud],阻止  to prevent something from happening,,
2772.0,S77,Q8,mitigate,[ˈmɪtɪɡeɪt],"缓解，减轻 to make something less severe, harmful, or painful : mollify, alleviate, extenuate",,
2773.0,S77,Q8,abate,[əˈbet],减弱 to become weaker,,
2774.0,S77,Q9,deleterious,[ˌdeləˈtɪriəs],有毒的，有害的 damaging or harmful,,
2775.0,S77,Q10,spurious,[ˈspjʊriəs],"假的；伪造的 not genuine, sincere, or authentic",,
2776.0,S78,Q1,immutable,[ɪˈmjutəbl],不变的 unable to be changed,,
2777.0,S78,Q1,kinetic,[kɪˈnɛtɪk],动力的 of or relating to the movement of physical objects,,
2778.0,S78,Q2,predominant,[prɪˈdɑmənənt],"主导性的 more important, powerful, successful, or noticeable than other people or things",,
2779.0,S78,Q2,pompous,[ˈpɑmpəs],1. 自大的 having or exhibiting self-importance : arrogant,,
,,,,,2. (建筑物) 气派的，宏伟的 relating to or suggestive of pomp or splendor : magnificent,,
2780.0,S78,Q2,precarious,[prɪˈkɛrərɪəs],"(情况)不稳定的，危险的 If your situation is precarious, you are not in complete control ofevents and might fail in what you are doing at any moment.",,
2781.0,S78,Q2,mundane,[mʌnˈdeɪn],1.单调乏味的 dull and ordinary:boring,,
,,,,,2.尘世间的，世俗的 concerned with ordinary daily life rather than religious matters,,
2782.0,S78,Q3,lucid,[ˈluːsɪd],清晰简明的 very clear and easy to understand,,
2783.0,S78,Q3,exacting,[ɪɡˈzæktɪŋ],"费劲的; 严苛的 requiring much time, attention, or effort from someone : very difficult ordemanding",,
2784.0,S78,Q4,sporadic,[spəˈrædɪk],"零星的 occuring occasionally, singly, or in irregular or random instances",,
2785.0,S78,Q4,pedestrian,[pəˈdɛstrɪən],"无聊乏味的，没有想象力的 not interesting or unusual : commonplace, unimaginative",,
2786.0,S78,Q5,salubrious,[səˈlubrɪəs],有益健康的 favorable to or promoting health or well-being,,
2787.0,S78,Q5,bromidic,[brəʊ'mɪdɪk],陈腐的，平庸的 lacking in originality : trite,,
2788.0,S78,Q5,mutability,[ˌmjuːtəˈbɪləti],易变性 able or likely to change often,,
2789.0,S78,Q6,languish,[ˈlæŋɡwɪʃ],"虚弱的 become feeble, weak, or enervated",,
2790.0,S78,Q6,proliferate,[prəˈlɪfəreɪt],激增 to increase in number or amount quickly,,
2791.0,S78,Q6,jettison,[ˈdʒɛtɪsn],"1. 丢弃 to drop something from a moving ship, airplane, etc.",,
,,,,,2. 拒绝 to get rid of something : to reject something,,
2792.0,S78,Q7,kinship,[ˈkɪnʃɪp],亲密关系 a feeling of being close or connected to other people,,
2793.0,S78,Q7,preclude,[prɪˈklud],阻止  to prevent something from happening,,
2794.0,S78,Q7,rule out,[rul] [aʊt],"排除 exclude, eliminate",,
2795.0,S78,Q8,mask,[mæsk],掩饰，遮盖 keep something from being known or noticed,,
2796.0,S78,Q8,probity,[ˈprobəti],正直， 诚实 the quality of a person who is completely honest,,
2797.0,S78,Q8,dissemblance,[di'sembləns],"伪装；虚饰 to hide your true feelings, opinions, etc.",,
2798.0,S78,Q8,rectitude,[ˈrɛktɪtʊd],正直，诚实 the quality of being honest and morally correct,,
2799.0,S78,Q8,duplicity,[duˈplɪsəti],不诚实 dishonest behavior that is meant to trick someone,,
2800.0,S78,Q9,quackery,[ˈkwækəri],1. 彻底检修，详细检查 to examine thoroughlypretend to be doctors,,
2801.0,S78,Q9,nepotism,[ˈnepətɪzəm],"1. 真正的 actual, real, or true : not false or fakerelatives",,
2802.0,S78,Q9,cronyism,[ˈkroʊniɪzəm],"1.(破坏、迁移或变动) 大规模的 You use wholesale to describe the destruction, removal, orchanging of something when it affects a very large number of things or people.friends",,
2803.0,S78,Q10,disparity,[dɪˈspærəti],不同 difference,,
2804.0,S78,Q10,vacillation,[ˌvæsəˈleɪʃn],"犹豫不决，踌躇 inability to take a stand : irresolution, indecision",,
2805.0,S79,Q1,perfidiousness,[pɚ'fɪdɪəsnis],不忠; 不可信 not able to be trusted : showing that someone cannot be trusted,,
2806.0,S79,Q1,peregrination,[ˌperəɡrɪˈneɪʃn],(尤指长途的)旅行 to travel especially on foot,,
2807.0,S79,Q1,jubilation,[ˌdʒuːbɪˈleɪʃn],喜悦 great happiness or joy,,
2808.0,S79,Q1,sagaciousness,[səˈgeɪˌfəsnɪs],聪敏，睿智 having or showing an ability to understand difficult ideas and situationsand tomake good decisions,,
2809.0,S79,Q2,peccadillo,[ˌpekəˈdɪloʊ],轻罪; 过失 a small mistake or fault that is not regarded as very bad or serious,,
2810.0,S79,Q2,mitigation,[ˌmɪtɪˈɡeɪʃn],"缓和，缓解 to make something less severe, harmful, or painful",,
2811.0,S79,Q2,pretext,[ˈpritɛkst],借口；托辞 a reason that you give to hide your real reason for doing something,,
2812.0,S79,Q3,reign,[ren],"〔某君主〕统治时期 the period when someone is king, queen, or emperor",,
2813.0,S79,Q3,naïve,[naɪˈiːv],天真 having or showing a lack of experience or knowledge : innocent or simple,,
2814.0,S79,Q3,get one's own way,[ɡɛt] [wʌnz] [on] [we],随心所欲地做，独行其是，行其所好，想怎样就怎样,,
2815.0,S79,Q3,resign,[rɪ'zaɪn],"使屈从 If you resign yourself to an unpleasant situation or fact, you accept it because yourealize that you cannot change it.",,
2816.0,S79,Q3,electorate,[ɪ'lɛktərət],全体选民 The electorate of a country or area is all the people in it who have the right to votein an election.,,
2817.0,S79,Q3,obdurate,[ˈɑːbdərət],执拗的; 顽固不化的 not willing to change your opinion or the way you do something,,
2818.0,S79,Q3,malleable,[ˈmæliəbl],1.  易受别人影响的 capable of being easily changed or influenced,,
,,,,,2. 延展性好的 capable of being stretched or bent into different shapes,,
2819.0,S79,Q4,intransigent,[ɪnˈtrænzɪdʒənt],不妥协的，不让步的 characterized by refusal to compromise or to abandon an extremeposition or attitude : uncompromising,,
2820.0,S79,Q4,objectionable,[əb'dʒekʃ(ə)nəb(ə)l],1. 温和的 (气候) not too hot or too cold : mildconsider them to be extremely offensive and unacceptable. ： offensive,,
2821.0,S79,Q4,founder,[ˈfaʊndɚ],1. 失败 to experience failure,,
,,,,,2. 沉没 to become submerged : sink,,
2822.0,S79,Q5,tenured,['tɛnjɚd],【美国英语】享有终身职位的；有稳定职位的； appointed for life and not subject to dismissalexcept for a grave crime.,,
2823.0,S79,Q5,make the grade,[mek] [ðə] [ɡred],克服困难而达到理想的目标；获得成功；达到标准,,
2824.0,S79,Q5,bear out,[bɛr] [aʊt],"证实，支持（某人的说法/claims）  If someone or something bears a person out or bears outwhat that person is saying, they support what that person is saying.",,
2825.0,S79,Q6,superficial,[ˌsupɚˈfɪʃl],"1. (人) 肤浅的 If you describe someone as superficial, you disapprove of them because theydo not think deeply, and have little understanding of anything serious or important.",,
,,,,,2. 表面上的  concerned only with what is obvious or apparent : not thorough or complete,,
2826.0,S79,Q6,quintessential,[ˌkwɪntɪˈsenʃl],1. 精髓的 Quintessential means representing the central nature of something.,,
,,,,,2. 典型的 Quintessential means representing a perfect or typical example of something.,,
2827.0,S79,Q6,bereft (of),[bɪ'rɛft] [ʌv; əv],"缺少…的  lacking something needed ,wanted ,or expected",,
2828.0,S79,Q6,exuberant,[ɪɡˈzjuːbərəns],1.（建筑/语言风格）华丽的，繁冗的 unrestrained or elaborate especially in style : flamboyant.,,
,,,,,"2.  充满活力的 very lively,happy,or energetic.",,
,,,,,3. 丰富的多产的 existing in large amounts;very plentiful,,
2829.0,S79,Q6,abhorrent,[əb'hɔrənt],令人憎恶的 causing or deserving strong dislike or hatred,,
2830.0,S79,Q6,oscillate (between),['ɑsɪlet] [bɪ'twin],"摇摆不定，犹豫  to keep changing from one belief, feeling, condition, etc., to an opposite one",,
2831.0,S79,Q6,impermanence,[ɪm'pɝmənəns],暂时性，短暂性  not lasting forever ：transience,,
2832.0,S79,Q6,eternal,[ɪ'tɝnl],永恒的 Something that is eternal lasts forever.,,
2833.0,S79,Q6,disdain,[dɪs'den],鄙视，憎恶 憎恶 to strongly dislike or disapprove of (sb/sth),,
2834.0,S79,Q7,partisan,[ˈpɑrtəzn],"1.N.（某个政党,计划或领导人的）坚决支持者 someone who strongly supports a political party,plan,or leader.",,
,,,,,"2.AD（对某个政党，计划或领导人）偏袒的，盲目支持的 strongly supporting a particular politicalparty , plan or leader,usually without considering the other choices carefully",,
2835.0,S79,Q7,zealot,[ˈzelət],"1. 矜持的 not openly expressing feelings or opinionstheir views and actions are very extreme, especially in following a particular political or",,
,,,,,religious belief.,【上海云端教育·专注 GRE：添加微信 YunMengZe1020 获取机经】,
2836.0,S79,Q7,evenhandedness,['i:vən'hændidnis],"公平，公正 fair, impartial",,
2837.0,S79,Q7,succinct,[səkˈsɪŋkt],简洁的 using few words to state or express an idea,,
2838.0,S79,Q7,impartiality,[ˌɪmˌpɑːʃiˈæləti],公平公正 treating all people and groups equally : not partial or biased,,
2839.0,S79,Q8,defer (to),[dɪ'fɝ] [tə;tu;tuː],"听从; 服从 If you defer to someone, you accept their opinion or do what they want you todo, even when you do not agree with it yourself, because you respect them or their",,
,,,,,authority,,
2840.0,S79,Q8,magnanimity,[ˌmæɡnəˈnɪməti],"宽宏大量；慷慨 Magnanimity is kindness and generosity toward someone, especially afterdefeating them or being treated badly by them.",,
2841.0,S79,Q8,perspicacity,[ˌpɜːspɪˈkæsəti],1. 猛烈攻击 to hit with heavy impactnot obvious,,
2842.0,S79,Q8,impartiality,[ˌɪmˌpɑːʃiˈæləti],公平公正 treating all people and groups equally : not partial or biased,,
2843.0,S79,Q8,detachment,[dɪˈtætʃmənt],1. 分离 the action or process of detaching : separation,,
,,,,,2. 客观，超然 freedom from bias or prejudice,,
2844.0,S79,Q9,sanction,[ˈsæŋkʃən],1.  批准; 认可 official permission or approval,,
,,,,,"1.(使)〔战斗、暴力事件或不好的情况〕升级；(使)恶化  if fighting, violence, or a bad situationescalates, or if someone escalates it, it becomes much worse1. 使和解，调解 settle, resolvewith that country, by not allowing economic aid for that country, etc.",,
2845.0,S79,Q9,censure,[ˈsɛnʃɚ],谴责，批评 to officially criticize someone or something strongly and publicly,,
2846.0,S79,Q9,reprehend,[ˌreprɪˈhend],申斥；指责 to voice disapproval of : censure,,
2847.0,S79,Q9,endorse,[ɪnˈdɔrs],公开支持; 赞同 to publicly or officially say that you support or approve of someone orsomething,,
2848.0,S79,Q10,unfounded,[ʌnˈfaʊndɪd],"无根据的 not based on facts or proof : groundless, unwarranted",,
2849.0,S79,Q10,conjecture,[kənˈdʒɛktʃɚ],（无根据）推测 an opinion or idea formed without proof or sufficient evidence,,
2850.0,S80,Q1,impassioned,[ɪmˈpæʃnd],充满激情的 showing or feeling very strong emotions,,
2851.0,S80,Q1,endow,[ɪn'daʊ],1.赋予，给予 to freely or naturally provide (sb or sth ) with sth,,
,,,,,"2.资助 If someone endows an institution, scholarship, or project, they provide a largeamount of money that will produce the income needed to pay for it.",,
2852.0,S80,Q1,zealous,[ˈzɛləs],"热情的 feeling or showing strong and energetic support for a person, cause, etc. : filledwith zeal",,
2853.0,S80,Q1,apathetic,[ˌæpəˈθɛtɪk],没兴趣的 having little or interest or concern： indifferent,,
2854.0,S80,Q1,abhorrent,[əbˈhɔːrənt],令人憎恶的 causing or deserving strong dislike or hatred,,
2855.0,S80,Q1,stubborn,[ˈstʌbɚn],1. 固执的 refusing to change your ideas or to stop doing something : obstinate,,
,,,,,"2. 难处理的 difficult to deal with, remove, etc.",,
2856.0,S80,Q1,lethargic,[ləˈθɑːdʒɪk],1. 没精打采的 feeling a lack of energy or a lack of interest in doing things,,
,,,,,"2. 冷淡的 indifferent, apathetic",,
2857.0,S80,Q2,derision,[dɪˈrɪʒn],嘲笑 the use of ridicule or scorn to show contempt,,
2858.0,S80,Q2,sacrosanct,[ˈsækroʊsæŋkt],神圣不可侵犯的 treated as if holy : inviolable,,
2859.0,S80,Q2,ephemeral,[əˈfɛmərəl],短暂的 lasting a very short time,,
2860.0,S80,Q2,malleable,[ˈmæliəbl],1.  易受别人影响的 capable of being easily changed or influenced,,
,,,,,2. 延展性好的 capable of being stretched or bent into different shapes,,
2861.0,S80,Q2,egalitarian,[ɪˈgæləˈtɛrɪən],"平等主义者；平等主义的 aiming for equal wealth, status, etc., for all people",,
2862.0,S80,Q2,autonomous,[ɔˈtɑnəməs],自治的 having the power or right to govern itself,,
2863.0,S80,Q3,stagnate,[stæɡˈnet],"停滞不前 to stop developing, progressing, moving, etc. : to be stagnant",,
2864.0,S80,Q3,insulate,[ˈɪnsəlet],"使免除〔尤指不愉快的经历〕；使免受〔尤指不良影响〕to keep someone apart from particularexperiences or influences, especially unpleasant ones",,
2865.0,S80,Q4,causality,[kɔ'zæləti],因果关系，因果性 The relationship between a cause and the effect that it has,,
2866.0,S80,Q4,verisimilitude,[ˌverɪsɪˈmɪlɪtuːd],逼真 the quality of seeming to be true or real,,
2867.0,S80,Q5,forestall,[fɔːrˈstɔːl],1.预先阻止 to stop something from happening or to cause something to happen at a latertime,,
,,,,,2.在…之前行动，比…先采取行动 : to get ahead of : anticipate,,
2868.0,S80,Q5,preside,[prɪˈzaɪd],主持；负责 to be in charge of something,,
2869.0,S80,Q5,seethe,[sið],激动，发怒 to feel or show strong emotion (such as anger) even though you try to controlit,,
2870.0,S80,Q5,meticulous,[məˈtɪkjələs],小心谨慎的 very careful about doing something in an extremely accurate and exact way,,
2871.0,S80,Q6,critique,[krɪ'tik],评论 to express your opinion about good and bad parts of sth,,
2872.0,S80,Q6,rally,['ræli],"1.集合；召集〔以支持某个观点、政党等 to come together, or to bring people together, tosupport an idea, a political party etc",,
,,,,,2.恢复；重新振作 to become stronger again after a period of weakness or defeat,,
2873.0,S80,Q6,retract,[rɪ'trækt],1.to say that something you said or wrote is not true or correct,,
,,,,,"2.to take back (something, such as an offer or promise)",,
2874.0,S80,Q6,refute,[ri'fjʊt],to prove/ say that something is not true,,
2875.0,S80,Q6,amenable,[əˈminəbl],"顺从的，服从的 able to be controlled, organized, or affected by something",,
2876.0,S80,Q6,resuscitate,[rɪˈsʌsɪteɪt],使复苏；使复兴 to revive from apparent death or from unconsciousness : revitalize,,
2877.0,S80,Q6,upend,[ʌp'ɛnd],"1.击败 defeat, beat",,
,,,,,2.颠倒 to cause something to be upside down,,
2878.0,S80,Q6,indignant,[ɪnˈdɪɡnənt],"愤怒不平的 if you are indignant, you are shocked and angry, because you think thatsomething in unjust or unfair.",,
2879.0,S80,Q6,phlegmatic,[flɛɡˈmætɪk],"冷静的; 沉着的 not easily upset, excited, or angered",,
2880.0,S80,Q7,benevolence,[bəˈnɛvələns],仁慈；善行 an act of kindness,,
2881.0,S80,Q7,magnanimity,[ˌmæɡnəˈnɪməti],"宽宏大量；慷慨 Magnanimity is kindness and generosity toward someone, especially afterdefeating them or being treated badly by them.",,
2882.0,S80,Q8,caricature,['kærɪkətʃɚ],夸张讽刺的描绘，讽刺画 A caricature of someone is a drawing or description of them thatexaggerates their appearance or behaviour in a humorous or critical way.,,
2883.0,S80,Q8,revealing,[rɪ'vilɪŋ],"揭露真相的，透露内情的 giving information about was not known before: meaning,meaningful, significant.",,
2884.0,S80,Q8,resonate,[ˈrɛzəˈnet],(对某人) 有重要性或特殊意义的 to have particular meaning or importance for someone,,
2885.0,S80,Q8,divert,[dɪˈvɚt],使消遣，给…解闷，供…娱乐 【正式】to amuse or entertain someone formal,,
2886.0,S80,Q8,ring true,[rɪŋ] [tru],"1. 丰富 abundance, profusiondoes not seem to be true or genuine.)",,
2887.0,S80,Q8,fall short,[fɔl] [ʃɔrt],没有达到目标（或要求）fail to meet (expectations or standards),,
2888.0,S80,Q9,unassailable,[ˌʌnəˈseɪləbl],"攻不破的; 不容置疑的 not able to be doubted, attacked, or questioned",,
2889.0,S80,Q9,prominent,[ˈprɑmɪnənt],1. 重要的; 著名的 important and well-known,,
,,,,,2. 显眼的 easily noticed or seen : conspicuous,,
2890.0,S80,Q10,speculative,[ˈspɛkjələtɪv],（无根据）推测的 based on guesses or ideas about what might happen or be true rather thanon facts,,
2891.0,S80,Q10,conjectural,[kənˈdʒektʃərəl],（无根据）推测的 an opinion or idea formed without proof or sufficient evidence,,
2892.0,S80,Q10,judicious,[dʒuˈdɪʃəs],明智的 showing or having good judgement,,
2893.0,S81,Q1,forge,[fɔrdʒ],"1.努力地缔造  If one person or institution forges an agreement or relationship withanother, they create it with a lot of hard work, hoping that it will be strong or lasting.",,
,,,,,"1. 猛烈攻击 to hit with heavy impactor a painting, they copy it or make it so that it looks genuine, in order to deceive people.",,
2894.0,S81,Q1,consensus,[kən'sɛnsəs],共识 A consensus is general agreement among a group of people.,,
2895.0,S81,Q1,reconcile,[ˈrɛkənsaɪl],"1. 使和解，调解 settle, resolve",,
,,,,,"2. 使（不一致的想法等）一致 to find a way of making two different ideas ,facts,ect. exist or be1. 易受伤害的 easily hurt or harmed physically mentally, or emotionallyB",,
,,,,,nan,,<reconcile an ideal with reality> (霍叔叔提示：reconcile A with
,,,,,nan,，A 和 B 语义反向）,
2896.0,S81,Q1,stance,[stæns],(对某事的) 态度; 立场 Your stance on a particular matter is your attitude to it.,,
2897.0,S81,Q1,deliberate,[dɪˈlɪbərət],1. 谨慎的 done or decided after careful thought: slow and careful;,,
,,,,,2. 故意的 done or said in a way that is planned or intended : done or said on purpose,,
2898.0,S81,Q1,overhaul,[ˈovɚhɔl],1. 彻底检修，详细检查 to examine thoroughly,,
,,,,,2. 赶上，超过 overtake,,
2899.0,S81,Q1,genuine,[ˈdʒɛnjʊɪn],"1. 真正的 actual, real, or true : not false or fake",,
,,,,,2. 真诚的 sincere and honest,,
2900.0,S81,Q1,wholesale,['holsel],"1.(破坏、迁移或变动) 大规模的 You use wholesale to describe the destruction, removal, orchanging of something when it affects a very large number of things or people.",,
,,,,,"2.批发的，整批卖的 relating to the business of selling goods in large quantities at low prices toother businesses, rather than to the general public",,
2901.0,S81,Q2,diametrically,"[,daɪə'mɛtrɪkli]",截然地 completely opposed : being at opposite extremes,,
2902.0,S81,Q2,adulation,[ˌædʒəˈleʃən],奉承；谄媚 excessive or slavish admiration or flattery,,
2903.0,S81,Q2,flummery,[ˈflʌməri],无味的恭维 meaningless flattery; nonsense,,
2904.0,S81,Q2,consequential,[ˌkɒnsəˈkwenʃəl],1. 重要的 important or significant,,
,,,,,2. 作为结果的 happening as a result,,
2905.0,S81,Q2,fanatical,[fəˈnætɪkl],狂热的 marked by excessive enthusiasm and often intense uncritical devotion,,
2906.0,S81,Q2,coincidental,[koʊˌɪnsɪˈdentl],巧合的 happening because of a coincidence : not planned,,
2907.0,S81,Q3,not least,[nɑt] [list],(用于强调重要）尤其，特别 used to emphasize that sth is important,,
2908.0,S81,Q3,deem,[dim],认为，视为 to think of something in a particular way or as having a particular quality,,
2909.0,S81,Q3,on that/this score,[ɑn] [ðæt] / [ðɪs] [skɔ],"在那/这一点上 You can use on that score or on this score to refer to something that hasjust been mentioned, especially an area of difficulty or concern.",,
2910.0,S81,Q3,anachronistic,[əˌnækrəˈnɪstɪk],"1. 时代错误的 something such as a word, an object, or an event that is mistakenly placed ina time where it does not belong in a story, movie, etc.",,
,,,,,2. 过时的  out of date or old-fashioned,,
2911.0,S81,Q3,fallacious,[fəˈleʃəs],荒谬的; 错误的 containing a mistake : not true or accurate,,
2912.0,S81,Q4,trustee,[trʌ'sti],〔公司、学院或其他机构的〕理事，董事 a member of a group that controls the money of a,,
,,,,,1. 极其注重细节的 very careful about how you do somethingboard elected or appointed to direct the policies of an educational institution,,
2913.0,S81,Q4,impasse,[ˈɪmpæs],"僵局  If people are in a difficult position in which it is impossible to make any progress,you can refer to the situation as an impasse.",,
2914.0,S81,Q4,unprecedented,[ʌnˈprɛsɪdɛntɪd],史无前例的 not done or experienced before,,
2915.0,S81,Q4,fuel,[ˈfjuəl],"1.使恶化；使更强烈 to make something bad, increase or become stronger.",,
,,,,,2.刺激，激起 stimulate,,
2916.0,S81,Q5,perennial,[pə'rɛnɪəl],1. 难以捕捉的 hard to find or captureor that seem to exist all the time; used especially to describe problems or difficulties.,,
2917.0,S81,Q5,realism,['riəlɪzəm],"现实主义 When people show realism in their behaviour, they recognize and accept the truenature of a situation and try to deal with it in a practical way.",,
2918.0,S81,Q5,quotidian,[kwoʊˈtɪdiən],"平凡的，每日的 commonplace, ordinary",,
2919.0,S81,Q5,improbable,[ɪm'prɑbəbl],1.不大可能发生的；未必确实的 not likely to happen or to be true：a film with an improbableplot 情节离奇的电影,,
,,,,,2.不可思议的 surprising and slightly strange ：improbable combinations of colours 奇异的颜色组合,,
2920.0,S81,Q5,pessimism,['pɛsɪmɪzəm],悲观主义 Pessimism is the belief that bad things are going to happen.,,
2921.0,S81,Q5,squander,['skwɑndɚ],驱散  to cause to disperse（霍叔叔提示：除了浪费，这个词你该知道“驱散”的意思）,,
2922.0,S81,Q5,suspense,[sə'spɛns],"悬念  Suspense is a state of excitement or anxiety about something that is going to happenvery soon, for example about some news that you are waiting to hear.",,
2923.0,S81,Q5,didacticism,[daɪˈdæktəsɪzəm],教训主义  designed or intended to teach people something,,
2924.0,S81,Q5,eclecticism,[ɪˈklektɪsɪzəm],"折衷主义  Eclecticism is the principle or practice of choosing or involving objects, ideas,and beliefs from many different sources.",,
2925.0,S81,Q5,deflate,[dɪˈflet],打击；使泄气 to make someone lose confidence or pride,,
2926.0,S81,Q5,pretension,[prɪˈtɛnʃən],"1. 供过于求 supply with an excess of : flood, oversupplysuccessful, or important than they really are",,
2927.0,S81,Q6,supplant,[səˈplænt],代替 to take the place of,,
2928.0,S81,Q6,promulgate,[ˈprɑːmlɡeɪt],"散布; 传播 to make an idea, belief, etc. known to many people",,
2929.0,S81,Q6,corroborate,[kəˈrɑbəret],证实 to support with evidence or authority : make more certain,,
2930.0,S81,Q7,relinquish,[rɪˈlɪŋkwɪʃ],放弃 to give up  something,,
2931.0,S81,Q7,temper,[ˈtɛmpɚ],使缓和 to make something less severe or extreme,,
2932.0,S81,Q7,modulate,[ˈmɑdʒəlet],调节; 调整 to change or adjust something so that it exists in a balanced or proper amount,,
2933.0,S81,Q8,eccentric,[ɪkˈsɛntrɪk],古怪的  strange or unusual,,
2934.0,S81,Q8,meager,[ˈmiːgə],少的 very small or too small in amount,,
2935.0,S81,Q8,salutary,[ˈsæljəˈtɛri],有益的 producing a beneficial effect : remedial,,
2936.0,S81,Q8,prescriptive,[prɪˈskrɪptɪv],"规定性的 giving exact rules, directions, or instructions about how you should dosomething",,
2937.0,S81,Q9,novel,[ˈnɑːvl],新颖的，新奇的 new and different from what has been known before,,
2938.0,S81,Q10,intricate,[ˈɪntrɪkət],1. 复杂精细的 having many complexly interrelated parts or elements : complicated,,
,,,,,2. 复杂的  difficult to resolve or analyze,,
2939.0,S81,Q10,convoluted,[ˈkɑːnvəluːtɪd],"晦涩的; 复杂的 very complicated and difficult to understand : involved, intricate",,
2940.0,S81,Q10,prevalent,[ˈprɛvələnt],"普遍的，广传的 accepted, done, or happening often or over a large area at a particular time :common or widespread",,
2941.0,S82,Q1,trivial,[ˈtrɪvɪəl],不重要的 not important,,
2942.0,S82,Q2,premise,[ˈpremɪs],1. 难理解的 difficult to understand  or explainargument,,
2943.0,S82,Q3,bludgeon,[ˈblʌdʒən],1. 猛烈攻击 to hit with heavy impact,,
,,,,,2. 恫吓 to attack or overcome by aggressive argument : bully,,
2944.0,S82,Q3,opinionated,[əˈpɪnjənetɪd],固执己见的 unduly adhering to one's own opinion or to preconceived notions,,
2945.0,S82,Q3,profligate,[prɔflɪɡət],挥霍的; 浪费的 very wasteful,,
