section,题号,单词,音标,释义
S76,Q5,sovereignty,[ˈsɑvrənti],统治权 Sovereignty is the power that a country has to govern itself or another country or
,,,,state.
S76,Q5,genealogy,[ˈdʒinɪˈælədʒi],宗谱；血统 the study of family histroy
S76,Q5,subordinate,[səˈbɔdɪnet],次要的; 从属的 less important than someone or something else
S76,Q5,analogous,[əˈnæləɡəs],类似的 similar in some way
S76,Q5,slacken,[ˈslækən],（使）变缓慢; （使）变弱 to make less active : slow up
S76,Q5,dampen,[ˈdæmpən],抑制 to check or diminish the activity or vigor of : deaden
S76,Q5,panacea,[ˌpænəˈsiːə],万能药 a remedy for all ills or difficulties : cure-all
S76,Q6,augment,[ɔɡˈmɛnt],"增加 To augment something means to make it larger, stronger, or more effective by"
,,,,adding something to it.
S76,Q6,ameliorate,[əˈmilɪəˈret],"改善，减轻 to make better, less painful, etc"
S76,Q6,anticipate,[ænˈtɪsəˈpet],1. 预期 to think of something that will or might happen in the future
,,,,2. 预先阻止 to foresee and deal with in advance : forestall
S76,Q7,hazardous,[ˈhæzɚdəs],危险的 involving risk or danger
S76,Q7,copious,[ˈkoʊpiəs],丰富的；多产的 very large in amount or number
S76,Q7,overwhelming,[ˌoʊvərˈwelmɪŋ],"压倒性的；势不可挡的 very great in number, effect, or force"
S76,Q7,meager,[ˈmiːgə],少的 very small or too small in amount
S76,Q7,paltry,[ˈpɔːltri],1. 少的 very small or too small in amount
,,,,"2. 微不足道的 having little meaning, importance, growth"
S76,Q8,belie,[bɪˈlaɪ],1. 掩饰；与…不符 to give a false impression of
,,,,2. 证明…为虚假 to show something to be false or wrong
S76,Q8,surmount,[sɚˈmaʊnt],克服; 解决 to deal with successfully : overcome
S76,Q9,plethora,[ˈpleθərə],"过剩 excess, superfluity"
S76,Q9,gaiety,[ˈɡeɪəti],快乐，兴高采烈 a happy and lively quality
S76,Q9,vacuous,[ˈvækjuəs],思想贫乏的 having or showing a lack of intelligence or serious thought
S76,Q9,mirthful,[ˈmɜːθfəl],欢乐的  full of happiness
S76,Q9,gloomy,[ˈɡlumi],1. 沮丧的，忧伤的 sad or depressed
,,,,2. 前景黯淡的 lacking in promise or hopefulness : pessimistic
S76,Q9,jovial,[ˈdʒovɪəl],快乐的 full of happiness and joy
S76,Q10,heterogeneity,[ˌhetərəˈdʒəˈniːəti],[生物] 异质性；[化学] 不均匀性；[化学] 多相性 the quality or state of being heterogeneous
S76,Q10,provenance,[ˈprɑːvənəns],"出处，起源 origin, source"
S77,Q1,ironic,[aɪˈrɑnɪk],讽刺的 using words that mean the opposite of what you really think especially in order to
,,,,be funny
S77,Q1,validation,[ˌvælɪˈdeɪʃn],"确认；批准 an act, process, or instance of validating"
S77,Q2,veto,[ˈvito],否决 to refuse to admit or approve : prohibit
S77,Q2,garrulous,[ˈɡærələs],话多的 tending to talk a lot : very talktive
S77,Q2,sanguine,[ˈsæŋɡwɪn],自信乐观的 confident and hopeful
S77,Q2,approbatory,[ˌəprɒˈbetərɪ],认可的；赞赏的 praise or approval
S77,Q3,parallel,[ˈpærəlɛl],相似的 very similar and often happening at the same time
S77,Q4,deterioration,[dɪˌtɪrɪəˈreʃən],恶化 the act or process of becoming worse
S77,Q4,subtle,[ˈsʌtl],1.不易察觉的 hard to notice or see : not obvious
,,,,2. 难以理解的 difficult to understand or perceive : obscure
,,,,3. 狡猾的  clever and indirect : not showing your real purpose
,,,,4. 敏感的，有洞察力的 having or showing skill at recognizing and understanding things that
,,,,are not obvious 【上海云端教育·专注 GRE：添加微信 YunMengZe1020 获取机经】
S77,Q5,juvenile,[ˈdʒʊvənaɪl],1. 青少年的 relating to or meant for young people
,,,2. 幼稚的 unpleasantly childish,
S77,Q5,paradoxical,[ˌpærəˈdɑksɪkl],"自相矛盾的 If something is paradoxical, it involves two facts or qualities that seem to"
,,,contradict each other.,
S77,Q6,mundane,[mʌnˈdeɪn],1.单调乏味的 dull and ordinary:boring
,,,2.尘世间的，世俗的 concerned with ordinary daily life rather than religious matters,
S77,Q6,forgo,[fɔrˈɡo],放弃 to give up the use or enjoyment of something
S77,Q8,overshadow,[ˌoʊvərˈʃædoʊ],"1. 给…蒙上阴影  to make something less enjoyable because of sadness, fear, or worry"
,,,2. 超过 to exceed in importance : outweigh,
,,,3. 遮蔽 to cast a shadow over something,
S77,Q8,obscure,[əbˈskjʊr],1. 复杂难懂的 difficult to understand
,,,2. 没有名气的 not famous or prominent,
,,,"3. 使……模糊不清 to make dark, dim, or indistinct",
S77,Q8,preclude,[prɪˈklud],阻止  to prevent something from happening
S77,Q8,mitigate,[ˈmɪtɪɡeɪt],"缓解，减轻 to make something less severe, harmful, or painful : mollify, alleviate, extenuate"
S77,Q8,abate,[əˈbet],减弱 to become weaker
S77,Q9,deleterious,[ˌdeləˈtɪriəs],有毒的，有害的 damaging or harmful
S77,Q10,spurious,[ˈspjʊriəs],"假的；伪造的 not genuine, sincere, or authentic"
S78,Q1,immutable,[ɪˈmjutəbl],不变的 unable to be changed
S78,Q1,kinetic,[kɪˈnɛtɪk],动力的 of or relating to the movement of physical objects
S78,Q2,predominant,[prɪˈdɑmənənt],"主导性的 more important, powerful, successful, or noticeable than other people or things"
S78,Q2,pompous,[ˈpɑmpəs],1. 自大的 having or exhibiting self-importance : arrogant
,,,,2. (建筑物) 气派的，宏伟的 relating to or suggestive of pomp or splendor : magnificent
S78,Q2,precarious,[prɪˈkɛrərɪəs],"(情况)不稳定的，危险的 If your situation is precarious, you are not in complete control of"
,,,,events and might fail in what you are doing at any moment.
S78,Q2,mundane,[mʌnˈdeɪn],1.单调乏味的 dull and ordinary:boring
,,,,2.尘世间的，世俗的 concerned with ordinary daily life rather than religious matters
S78,Q3,lucid,[ˈluːsɪd],清晰简明的 very clear and easy to understand
S78,Q3,exacting,[ɪɡˈzæktɪŋ],"费劲的; 严苛的 requiring much time, attention, or effort from someone : very difficult or"
,,,,demanding
S78,Q4,sporadic,[spəˈrædɪk],"零星的 occuring occasionally, singly, or in irregular or random instances"
S78,Q4,pedestrian,[pəˈdɛstrɪən],"无聊乏味的，没有想象力的 not interesting or unusual : commonplace, unimaginative"
S78,Q5,salubrious,[səˈlubrɪəs],有益健康的 favorable to or promoting health or well-being
S78,Q5,bromidic,[brəʊ'mɪdɪk],陈腐的，平庸的 lacking in originality : trite
S78,Q5,mutability,[ˌmjuːtəˈbɪləti],易变性 able or likely to change often
S78,Q6,languish,[ˈlæŋɡwɪʃ],"虚弱的 become feeble, weak, or enervated"
S78,Q6,proliferate,[prəˈlɪfəreɪt],激增 to increase in number or amount quickly
S78,Q6,jettison,[ˈdʒɛtɪsn],"1. 丢弃 to drop something from a moving ship, airplane, etc."
,,,,2. 拒绝 to get rid of something : to reject something
S78,Q7,kinship,[ˈkɪnʃɪp],亲密关系 a feeling of being close or connected to other people
S78,Q7,preclude,[prɪˈklud],阻止  to prevent something from happening
S78,Q7,rule out,[rul] [aʊt],"排除 exclude, eliminate"
S78,Q8,mask,[mæsk],掩饰，遮盖 keep something from being known or noticed
S78,Q8,probity,[ˈprobəti],正直， 诚实 the quality of a person who is completely honest
S78,Q8,dissemblance,[di'sembləns],"伪装；虚饰 to hide your true feelings, opinions, etc."
S78,Q8,rectitude,[ˈrɛktɪtʊd],正直，诚实 the quality of being honest and morally correct
S78,Q8,duplicity,[duˈplɪsəti],不诚实 dishonest behavior that is meant to trick someone
S78,Q9,quackery,[ˈkwækəri],庸医的骗术 the methods and treatments used by unskillful doctors or by people who
,,,,pretend to be doctors
S78,Q9,nepotism,[ˈnepətɪzəm],裙带关系 the unfair practice by a powerful person of giving jobs and other favors to
,,,,relatives
S78,Q9,cronyism,[ˈkroʊniɪzəm],任人唯亲 the unfair practice by a powerful person of giving jobs and other favors to
,,,,friends
S78,Q10,disparity,[dɪˈspærəti],不同 difference
S78,Q10,vacillation,[ˌvæsəˈleɪʃn],"犹豫不决，踌躇 inability to take a stand : irresolution, indecision"
S79,Q1,perfidiousness,[pɚ'fɪdɪəsnis],不忠; 不可信 not able to be trusted : showing that someone cannot be trusted
S79,Q1,peregrination,[ˌperəɡrɪˈneɪʃn],(尤指长途的)旅行 to travel especially on foot
S79,Q1,jubilation,[ˌdʒuːbɪˈleɪʃn],喜悦 great happiness or joy
S79,Q1,sagaciousness,[səˈgeɪˌfəsnɪs],聪敏，睿智 having or showing an ability to understand difficult ideas and situationsand to
,,,,make good decisions
S79,Q2,peccadillo,[ˌpekəˈdɪloʊ],轻罪; 过失 a small mistake or fault that is not regarded as very bad or serious
S79,Q2,mitigation,[ˌmɪtɪˈɡeɪʃn],"缓和，缓解 to make something less severe, harmful, or painful"
S79,Q2,pretext,[ˈpritɛkst],借口；托辞 a reason that you give to hide your real reason for doing something
S79,Q3,reign,[ren],"〔某君主〕统治时期 the period when someone is king, queen, or emperor"
S79,Q3,naïve,[naɪˈiːv],天真 having or showing a lack of experience or knowledge : innocent or simple
S79,Q3,get one's own way,[ɡɛt] [wʌnz] [on] [we],随心所欲地做，独行其是，行其所好，想怎样就怎样
S79,Q3,resign,[rɪ'zaɪn],"使屈从 If you resign yourself to an unpleasant situation or fact, you accept it because you"
,,,,realize that you cannot change it.
S79,Q3,electorate,[ɪ'lɛktərət],全体选民 The electorate of a country or area is all the people in it who have the right to vote
,,,,in an election.
S79,Q3,obdurate,[ˈɑːbdərət],执拗的; 顽固不化的 not willing to change your opinion or the way you do something
S79,Q3,malleable,[ˈmæliəbl],1.  易受别人影响的 capable of being easily changed or influenced
,,,,2. 延展性好的 capable of being stretched or bent into different shapes
S79,Q4,intransigent,[ɪnˈtrænzɪdʒənt],不妥协的，不让步的 characterized by refusal to compromise or to abandon an extreme
,,,,position or attitude : uncompromising
S79,Q4,objectionable,[əb'dʒekʃ(ə)nəb(ə)l],"令人反感的; 令人不能接受的   If you describe someone or something as objectionable, you"
,,,,consider them to be extremely offensive and unacceptable. ： offensive
S79,Q4,founder,[ˈfaʊndɚ],1. 失败 to experience failure
,,,,2. 沉没 to become submerged : sink
S79,Q5,tenured,['tɛnjɚd],【美国英语】享有终身职位的；有稳定职位的； appointed for life and not subject to dismissal
,,,,except for a grave crime.
S79,Q5,make the grade,[mek] [ðə] [ɡred],克服困难而达到理想的目标；获得成功；达到标准
S79,Q5,bear out,[bɛr] [aʊt],证实，支持（某人的说法/claims）  If someone or something bears a person out or bears out
,,,,"what that person is saying, they support what that person is saying."
S79,Q6,superficial,[ˌsupɚˈfɪʃl],"1. (人) 肤浅的 If you describe someone as superficial, you disapprove of them because they"
,,,,"do not think deeply, and have little understanding of anything serious or important."
,,,,2. 表面上的  concerned only with what is obvious or apparent : not thorough or complete
S79,Q6,quintessential,[ˌkwɪntɪˈsenʃl],1. 精髓的 Quintessential means representing the central nature of something.
,,,,2. 典型的 Quintessential means representing a perfect or typical example of something.
S79,Q6,bereft (of),[bɪ'rɛft] [ʌv; əv],"缺少…的  lacking something needed ,wanted ,or expected"
S79,Q6,exuberant,[ɪɡˈzjuːbərəns],1.（建筑/语言风格）华丽的，繁冗的 unrestrained or elaborate especially in style : flamboyant.
,,,,"2.  充满活力的 very lively,happy,or energetic."
,,,,3. 丰富的多产的 existing in large amounts;very plentiful
S79,Q6,abhorrent,[əb'hɔrənt],令人憎恶的 causing or deserving strong dislike or hatred
S79,Q6,oscillate (between),['ɑsɪlet] [bɪ'twin],"摇摆不定，犹豫  to keep changing from one belief, feeling, condition, etc., to an opposite one"
S79,Q6,impermanence,[ɪm'pɝmənəns],暂时性，短暂性  not lasting forever ：transience
S79,Q6,eternal,[ɪ'tɝnl],永恒的 Something that is eternal lasts forever.
S79,Q6,disdain,[dɪs'den],鄙视，憎恶 憎恶 to strongly dislike or disapprove of (sb/sth)
S79,Q7,partisan,[ˈpɑrtəzn],
,,,,"plan,or leader."
,,,,
,,,,"party , plan or leader,usually without considering the other choices carefully"
S79,Q7,zealot,[ˈzelət],
,,,,
,,,,religious belief.
S79,Q7,evenhandedness,['i:vən'hændidnis],"公平，公正 fair, impartial"
S79,Q7,succinct,[səkˈsɪŋkt],简洁的 using few words to state or express an idea
S79,Q7,impartiality,[ˌɪmˌpɑːʃiˈæləti],公平公正 treating all people and groups equally : not partial or biased
S79,Q8,defer (to),[dɪ'fɝ] [tə;tu;tuː],
,,,,
,,,,authority
S79,Q8,magnanimity,[ˌmæɡnəˈnɪməti],
,,,,defeating them or being treated badly by them.
S79,Q8,perspicacity,[ˌpɜːspɪˈkæsəti],
,,,,not obvious
S79,Q8,impartiality,[ˌɪmˌpɑːʃiˈæləti],公平公正 treating all people and groups equally : not partial or biased
S79,Q8,detachment,[dɪˈtætʃmənt],1. 分离 the action or process of detaching : separation
,,,,2. 客观，超然 freedom from bias or prejudice
S79,Q9,sanction,[ˈsæŋkʃən],1.  批准; 认可 official permission or approval
,,,,2.（多指由于某国违反国际法而对某国的经济） 制裁或惩罚 an action that is taken or an order
,,,,that is given to force a country to obey international laws by limiting or stopping trade
,,,,"with that country, by not allowing economic aid for that country, etc."
S79,Q9,censure,[ˈsɛnʃɚ],谴责，批评 to officially criticize someone or something strongly and publicly
S79,Q9,reprehend,[ˌreprɪˈhend],申斥；指责 to voice disapproval of : censure
S79,Q9,endorse,[ɪnˈdɔrs],公开支持; 赞同 to publicly or officially say that you support or approve of someone or
,,,,something
S79,Q10,unfounded,[ʌnˈfaʊndɪd],"无根据的 not based on facts or proof : groundless, unwarranted"
S79,Q10,conjecture,[kənˈdʒɛktʃɚ],（无根据）推测 an opinion or idea formed without proof or sufficient evidence
S80,Q1,impassioned,[ɪmˈpæʃnd],充满激情的 showing or feeling very strong emotions
S80,Q1,endow,[ɪn'daʊ],1.赋予，给予 to freely or naturally provide (sb or sth ) with sth
,,,,"2.资助 If someone endows an institution, scholarship, or project, they provide a large"
,,,,amount of money that will produce the income needed to pay for it.
S80,Q1,zealous,[ˈzɛləs],"热情的 feeling or showing strong and energetic support for a person, cause, etc. : filled"
,,,,with zeal
S80,Q1,apathetic,[ˌæpəˈθɛtɪk],没兴趣的 having little or interest or concern： indifferent
S80,Q1,abhorrent,[əbˈhɔːrənt],令人憎恶的 causing or deserving strong dislike or hatred
S80,Q1,stubborn,[ˈstʌbɚn],1. 固执的 refusing to change your ideas or to stop doing something : obstinate
,,,,"2. 难处理的 difficult to deal with, remove, etc."
S80,Q1,lethargic,[ləˈθɑːdʒɪk],1. 没精打采的 feeling a lack of energy or a lack of interest in doing things
,,,,"2. 冷淡的 indifferent, apathetic"
S80,Q2,derision,[dɪˈrɪʒn],嘲笑 the use of ridicule or scorn to show contempt
S80,Q2,sacrosanct,[ˈsækroʊsæŋkt],神圣不可侵犯的 treated as if holy : inviolable
S80,Q2,ephemeral,[əˈfɛmərəl],短暂的 lasting a very short time
S80,Q2,malleable,[ˈmæliəbl],1.  易受别人影响的 capable of being easily changed or influenced
,,,,2. 延展性好的 capable of being stretched or bent into different shapes
S80,Q2,egalitarian,[ɪˈgæləˈtɛrɪən],"平等主义者；平等主义的 aiming for equal wealth, status, etc., for all people"
S80,Q2,autonomous,[ɔˈtɑnəməs],自治的 having the power or right to govern itself
S80,Q3,stagnate,[stæɡˈnet],"停滞不前 to stop developing, progressing, moving, etc. : to be stagnant"
S80,Q3,insulate,[ˈɪnsəlet],使免除〔尤指不愉快的经历〕；使免受〔尤指不良影响〕to keep someone apart from particular
,,,,"experiences or influences, especially unpleasant ones"
S80,Q4,causality,[kɔ'zæləti],因果关系，因果性 The relationship between a cause and the effect that it has
S80,Q4,verisimilitude,[ˌverɪsɪˈmɪlɪtuːd],逼真 the quality of seeming to be true or real
S80,Q5,forestall,[fɔːrˈstɔːl],1.预先阻止 to stop something from happening or to cause something to happen at a later
,,,,time
,,,,2.在…之前行动，比…先采取行动 : to get ahead of : anticipate
S80,Q5,preside,[prɪˈzaɪd],主持；负责 to be in charge of something
S80,Q5,seethe,[sið],激动，发怒 to feel or show strong emotion (such as anger) even though you try to control
,,,,it
S80,Q5,meticulous,[məˈtɪkjələs],小心谨慎的 very careful about doing something in an extremely accurate and exact way
S80,Q6,critique,[krɪ'tik],评论 to express your opinion about good and bad parts of sth
S80,Q6,rally,['ræli],"1.集合；召集〔以支持某个观点、政党等 to come together, or to bring people together, to"
,,,,"support an idea, a political party etc"
,,,,2.恢复；重新振作 to become stronger again after a period of weakness or defeat
S80,Q6,retract,[rɪ'trækt],1.to say that something you said or wrote is not true or correct
,,,,"2.to take back (something, such as an offer or promise)"
S80,Q6,refute,[ri'fjʊt],to prove/ say that something is not true
S80,Q6,amenable,[əˈminəbl],"顺从的，服从的 able to be controlled, organized, or affected by something"
S80,Q6,resuscitate,[rɪˈsʌsɪteɪt],使复苏；使复兴 to revive from apparent death or from unconsciousness : revitalize
S80,Q6,upend,[ʌp'ɛnd],"1.击败 defeat, beat"
,,,,2.颠倒 to cause something to be upside down
S80,Q6,indignant,[ɪnˈdɪɡnənt],"愤怒不平的 if you are indignant, you are shocked and angry, because you think that"
,,,,something in unjust or unfair.
S80,Q6,phlegmatic,[flɛɡˈmætɪk],"冷静的; 沉着的 not easily upset, excited, or angered"
S80,Q7,benevolence,[bəˈnɛvələns],仁慈；善行 an act of kindness
S80,Q7,magnanimity,[ˌmæɡnəˈnɪməti],"宽宏大量；慷慨 Magnanimity is kindness and generosity toward someone, especially after"
,,,,defeating them or being treated badly by them.
S80,Q8,caricature,['kærɪkətʃɚ],夸张讽刺的描绘，讽刺画 A caricature of someone is a drawing or description of them that
,,,,exaggerates their appearance or behaviour in a humorous or critical way.
S80,Q8,revealing,[rɪ'vilɪŋ],"揭露真相的，透露内情的 giving information about was not known before: meaning,"
,,,,"meaningful, significant."
S80,Q8,resonate,[ˈrɛzəˈnet],(对某人) 有重要性或特殊意义的 to have particular meaning or importance for someone
S80,Q8,divert,[dɪˈvɚt],使消遣，给…解闷，供…娱乐 【正式】to amuse or entertain someone formal
S80,Q8,ring true,[rɪŋ] [tru],
,,,,
S80,Q8,fall short,[fɔl] [ʃɔrt],
S80,Q9,unassailable,[ˌʌnəˈseɪləbl],
S80,Q9,prominent,[ˈprɑmɪnənt],
,,,,
S80,Q10,speculative,[ˈspɛkjələtɪv],
,,,,on facts
S80,Q10,conjectural,[kənˈdʒektʃərəl],
S80,Q10,judicious,[dʒuˈdɪʃəs],
S81,Q1,forge,[fɔrdʒ],
,,,,
,,,,
,,,,
S81,Q1,consensus,[kən'sɛnsəs],
S81,Q1,reconcile,[ˈrɛkənsaɪl],
,,,,
,,,,
,,,,B
S81,Q1,stance,[stæns],
S81,Q1,deliberate,[dɪˈlɪbərət],
,,,,
S81,Q1,overhaul,[ˈovɚhɔl],1. 彻底检修，详细检查 to examine thoroughly
,,,,2. 赶上，超过 overtake
S81,Q1,genuine,[ˈdʒɛnjʊɪn],"1. 真正的 actual, real, or true : not false or fake"
,,,,2. 真诚的 sincere and honest
S81,Q1,wholesale,['holsel],"1.(破坏、迁移或变动) 大规模的 You use wholesale to describe the destruction, removal, or"
,,,,changing of something when it affects a very large number of things or people.
,,,,2.批发的，整批卖的 relating to the business of selling goods in large quantities at low prices to
,,,,"other businesses, rather than to the general public"
S81,Q2,diametrically,"[,daɪə'mɛtrɪkli]",截然地 completely opposed : being at opposite extremes
S81,Q2,adulation,[ˌædʒəˈleʃən],奉承；谄媚 excessive or slavish admiration or flattery
S81,Q2,flummery,[ˈflʌməri],无味的恭维 meaningless flattery; nonsense
S81,Q2,consequential,[ˌkɒnsəˈkwenʃəl],1. 重要的 important or significant
,,,,2. 作为结果的 happening as a result
S81,Q2,fanatical,[fəˈnætɪkl],狂热的 marked by excessive enthusiasm and often intense uncritical devotion
S81,Q2,coincidental,[koʊˌɪnsɪˈdentl],巧合的 happening because of a coincidence : not planned
S81,Q3,not least,[nɑt] [list],(用于强调重要）尤其，特别 used to emphasize that sth is important
S81,Q3,deem,[dim],认为，视为 to think of something in a particular way or as having a particular quality
S81,Q3,on that/this score,[ɑn] [ðæt] / [ðɪs] [skɔ],在那/这一点上 You can use on that score or on this score to refer to something that has
,,,,"just been mentioned, especially an area of difficulty or concern."
S81,Q3,anachronistic,[əˌnækrəˈnɪstɪk],"1. 时代错误的 something such as a word, an object, or an event that is mistakenly placed in"
,,,,"a time where it does not belong in a story, movie, etc."
,,,,2. 过时的  out of date or old-fashioned
S81,Q3,fallacious,[fəˈleʃəs],荒谬的; 错误的 containing a mistake : not true or accurate
S81,Q4,trustee,[trʌ'sti],〔公司、学院或其他机构的〕理事，董事 a member of a group that controls the money of a
,,,,"company, college, or other organization ： borad of trustees 理事委员会：a governing"
,,,,board elected or appointed to direct the policies of an educational institution
S81,Q4,impasse,[ˈɪmpæs],"僵局  If people are in a difficult position in which it is impossible to make any progress,"
,,,,you can refer to the situation as an impasse.
S81,Q4,unprecedented,[ʌnˈprɛsɪdɛntɪd],史无前例的 not done or experienced before
S81,Q4,fuel,[ˈfjuəl],"1.使恶化；使更强烈 to make something bad, increase or become stronger."
,,,,2.刺激，激起 stimulate
S81,Q5,perennial,[pə'rɛnɪəl],长期存在的 (问题、困难)You use perennial to describe situations or states that keep occurring
,,,,or that seem to exist all the time; used especially to describe problems or difficulties.
S81,Q5,realism,['riəlɪzəm],"现实主义 When people show realism in their behaviour, they recognize and accept the true"
,,,,nature of a situation and try to deal with it in a practical way.
S81,Q5,quotidian,[kwoʊˈtɪdiən],"平凡的，每日的 commonplace, ordinary"
S81,Q5,improbable,[ɪm'prɑbəbl],1.不大可能发生的；未必确实的 not likely to happen or to be true：a film with an improbable
,,,,plot 情节离奇的电影
,,,,2.不可思议的 surprising and slightly strange ：improbable combinations of colours 奇异的颜
,,,,色组合
S81,Q5,pessimism,['pɛsɪmɪzəm],悲观主义 Pessimism is the belief that bad things are going to happen.
S81,Q5,squander,['skwɑndɚ],驱散  to cause to disperse（霍叔叔提示：除了浪费，这个词你该知道“驱散”的意思）
S81,Q5,suspense,[sə'spɛns],悬念  Suspense is a state of excitement or anxiety about something that is going to happen
,,,,"very soon, for example about some news that you are waiting to hear."
S81,Q5,didacticism,[daɪˈdæktəsɪzəm],教训主义  designed or intended to teach people something
S81,Q5,eclecticism,[ɪˈklektɪsɪzəm],"折衷主义  Eclecticism is the principle or practice of choosing or involving objects, ideas,"
,,,,and beliefs from many different sources.
S81,Q5,deflate,[dɪˈflet],打击；使泄气 to make someone lose confidence or pride
S81,Q5,pretension,[prɪˈtɛnʃən],"自负 the unpleasant quality of people who think of themselves as more impressive,"
,,,,"successful, or important than they really are"
S81,Q6,supplant,[səˈplænt],代替 to take the place of
S81,Q6,promulgate,[ˈprɑːmlɡeɪt],"散布; 传播 to make an idea, belief, etc. known to many people"
S81,Q6,corroborate,[kəˈrɑbəret],证实 to support with evidence or authority : make more certain
S81,Q7,relinquish,[rɪˈlɪŋkwɪʃ],放弃 to give up  something
S81,Q7,temper,[ˈtɛmpɚ],使缓和 to make something less severe or extreme
S81,Q7,modulate,[ˈmɑdʒəlet],调节; 调整 to change or adjust something so that it exists in a balanced or proper amount
S81,Q8,eccentric,[ɪkˈsɛntrɪk],古怪的  strange or unusual
S81,Q8,meager,[ˈmiːgə],少的 very small or too small in amount
S81,Q8,salutary,[ˈsæljəˈtɛri],有益的 producing a beneficial effect : remedial
S81,Q8,prescriptive,[prɪˈskrɪptɪv],"规定性的 giving exact rules, directions, or instructions about how you should do"
,,,,something
S81,Q9,novel,[ˈnɑːvl],新颖的，新奇的 new and different from what has been known before
S81,Q10,intricate,[ˈɪntrɪkət],1. 复杂精细的 having many complexly interrelated parts or elements : complicated
,,,,2. 复杂的  difficult to resolve or analyze
S81,Q10,convoluted,[ˈkɑːnvəluːtɪd],"晦涩的; 复杂的 very complicated and difficult to understand : involved, intricate"
S81,Q10,prevalent,[ˈprɛvələnt],"普遍的，广传的 accepted, done, or happening often or over a large area at a particular time :"
,,,,common or widespread
S82,Q1,trivial,[ˈtrɪvɪəl],不重要的 not important
S82,Q2,premise,[ˈpremɪs],前提 a statement or idea that is accepted as being true and that is used as the basis of an
,,,,argument
S82,Q3,bludgeon,[ˈblʌdʒən],1. 猛烈攻击 to hit with heavy impact
,,,,2. 恫吓 to attack or overcome by aggressive argument : bully
S82,Q3,opinionated,[əˈpɪnjənetɪd],固执己见的 unduly adhering to one's own opinion or to preconceived notions
S82,Q3,profligate,[prɔflɪɡət],挥霍的; 浪费的 very wasteful
S82,Q3,vacuous,[ˈvækjuəs],思想贫乏的 having or showing a lack of intelligence or serious thought
S82,Q4,exculpatory,[ekˈskʌlpəˌtoʊrɪ],申明无罪的；辩解的 tending or serving to exculpate
S82,Q5,escalate,[ˈɛskəlet],"1.(使)〔战斗、暴力事件或不好的情况〕升级；(使)恶化  if fighting, violence, or a bad situation"
,,,,"escalates, or if someone escalates it, it becomes much worse"
,,,,"2. (使)升高；(使)增加 to become higher or increase, or to make something do this"
S82,Q5,preclude,[prɪˈklud],阻止  to prevent something from happening
S82,Q5,diminish,[dɪˈmɪnɪʃ],"使减少; 变少 to become or to cause something to become less in size, importance,etc."
S82,Q5,prudent,[ˈprʊdnt],谨慎的 having or showing careful good judgment
S82,Q5,mawkish,[ˈmɔːkɪʃ],伤感的 sad or romantic in a foolish or exaggerated way
S82,Q5,counterbalance,[ˌkaʊntɚˈbæləns],平衡; 抵消 to balance something by being opposite
S82,Q5,braggart,[ˈbræɡərt],爱吹牛的 boastful
S82,Q6,impugn,[ɪmˈpjuːn],指责，抨击 to assail by words or arguments : oppose or attack as false or lacking integrity
S82,Q6,tout,[taʊt],
,,,,important or worth a lot
,,,,
S82,Q7,stridency,[ˈstraɪdənsi],刺耳；尖锐 the quality or state of being strident
S82,Q7,metamorphose,[ˌmetəˈmɔːrfoʊz],
,,,,different
S82,Q7,gild,[ɡɪld],
,,,,looks like gold
,,,,
,,,,3. gild the lily
S82,Q7,wane,[wen],
S82,Q7,palliate,[ˈpælɪet],
S82,Q7,succor,[ˈsʌkə],"救援；援助 aid, help"
S82,Q7,damp,[dæmp],抑制 to make something less strong or active
S82,Q8,tart,[tɑrt],
S82,Q8,audacious,[ɔˈdeʃəs],大胆的，鲁莽的 very confident and daring
S82,Q9,rabid,[ˈræbɪd],
S82,Q9,clement,[ˈklɛmənt],1. 温和的 (气候) not too hot or too cold : mild
,,,,2. 仁慈的 inclined to be merciful : lenient
S82,Q9,tantamount,[ˈtæntəˈmaʊnt],
S82,Q9,condign,[kənˈdaɪn],"(尤指惩罚)适当的; 应得的 deserved, appropriate"
S82,Q10,adversarial,[ˌædvɚˈsɛrɪəl],敌对的 showing dislike or opposition : showing antagonism
S82,Q10,mercenary,[ˈmɝsənɛri],唯利是图的 caring only about making money
S82,Q10,antagonistic,[ænˌtæɡəˈnɪstɪk],对立的 involveing two people or sides who oppose each other
S83,Q1,litigation,[ˈlɪtəˈgeʃən],诉讼 Litigation is the process of fighting or defending a case in a civil court of law.
S83,Q1,connoisseur,[ˌkɑnəˈsɝ],"鉴赏家 a person who knows a lot about something(such as art, wine, food,etc.) : expert in a"
,,,,particular subject
S83,Q1,clandestine,[klænˈdestɪn],"(常指非法地)暗中的；秘密的 Something that is clandestine is hidden or kept secret,often"
,,,,because it is illegal.
S83,Q1,xenophobic,[ˌzenəˈfəʊbɪk],"排外的; 有恐外症的  If you describe someone as xenophobic, you disapprove of them"
,,,,because they show strong dislike or fear of people from other countries.
S83,Q1,anarchistic,[ˌænəˈkɪstɪk],无政府主义的 a person who believes that government and laws are not necessary
S83,Q2,intricate,[ˈɪntrɪkət],1. 复杂精细的 having many complexly interrelated parts or elements : complicated
,,,,2. 复杂的  difficult to resolve or analyze
S83,Q2,pristine,[ˈprɪstin],1. 原始状态的，崭新的 not changed by people : original
,,,,"2. 淳朴的 in perfect condition : completely clean, fresh, neat, etc."
